"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125","X126","X127","X128","X129","X130","X131","X132","X133","X134","X135","X136","X137","X138","X139"
"Guatemala",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,3,3,2,1,2,2,4,3,4,1,1,3,4,4,5,8,8,6,6,17,19,22,10,10,9,13,16,18,20,25,20,20,18,30,38,44,39,33,28,28,23,29,34,35,29,25,32,34,46,56,73,71,77,97,135,148,140,122
"Guinea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,4,3,7,12,12,27,23,25,11,14,22,23,29,19,36,38,51,40,38,24,47,48,70,61,80,89,78,77,70,81,86,111,99,78,30,58,75,90,72,66,62,73,68,57,76,87,106,95,104
"Guinea_Bissau",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,2,2,2,3,3,6,5,5,1,1,2,1,1,1,1,2,3,2,1,0,0,0,1,1,1,0,7,7,8,44,61,60,29,52,73,61,50,40,55,54,56,60,31,51,31,31,0
"Guyana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,4,4,2,3,3,3,3,2,2,3,3,2,1,3,3,5,3,3,1,1,1,1,2,2,1,0,0,1,3,2,1,0,3,4,4,0,0,1,4,5,5,3,1,1,1,2
"Haiti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,2,1,0,0,2,2,2,0,1,1,2,1,2,1,2,2,2,2,1,3,2,3,1,1,1,1,4,5,5,5,5,3,0,1,1,1,2,3,3,1,5,5,8,10,15,14,18,21,23,17,21,30,41,44
"Holy_See",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Honduras",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,2,2,5,5,5,1,2,3,8,12,20,19,24,15,21,27,27,31,16,25,14,15,15,26,27,17,5,5,9,10,12,13,15,12,12,13,14,8,27,36,47,34,37,37,37,54,80,84,93,87,135,169,167,123,96,78,83,94,104,127,103,117
"Hungary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,4,6,8,8,6,11,12,18,19,27,28,32,31,38,39,49,49,50,39,46,44,51,49,40,46,54,79,124,138,143,89,67,56,65,84,85,88,74,88,84,100,95,92,72,67,69,76,64,71,72,74,57,41,38,38,38,34,38,35,33,26,32,35,44,43,43
"Iceland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,8,10,9,9,7,7,6,10,17,16,18,20,27,36,24,44,54,74,79,60,58,56,71,81,75,73,65,57,67,78,76,66,56,66,56,43,29,30,24,18,12,10,9,9,11,11,11,6,6,5,5,4,2,1,1,2,2,2,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"India",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,8,8,2,2,4,5,13,10,11,6,6,14,16,24,22,31,52,83,87,81,70,77,104,110,116,126,139,298,350,502,470,589,506,607,556,664,751,874,913,972,1027,1076,1008,980,1111,1293,1407,1424,1376,1492,1507,1701,1605,1643,1612,1719,1869,2001,2310,2497,3032,3137,3473,3303,3424,3329,3603,3698,3781,3617,3738,3886,4308,4648
"Indonesia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,5,9,9,17,21,28,22,25,18,31,46,93,96,90,79,92,105,120,122,131,123,124,131,125,153,138,161,168,215,228,267,258,295,316,348,332,298,320,361,371,353,279,296,281,338,359,396,369,295,301,296,341,347,357,358,345,409,415,396,347,402,419,384,368,469,580,582,529,516
"Iran",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,9,13,14,22,32,61,98,151,244,371,581,648,671,804,967,1018,805,740,811,971,1107,1243,1288,1209,1147,1141,1139,1158,1083,1077,1135,1400,1793,2119,2507,2797,2968,3054,3066,3095,2991,1954,2717,2586,3344,2282,2120,1907,1868,1814,1822,1704,1616,1568,1564,1539,1493,1405,1337,1311,1262,1174,1131,1111,1152,1093,1085,1059,1056,1021,930,928,1000,1174,1409,1496,1574,1523,1489,1532,1516,1707,1749,1956,1889,1872
"Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,3,4,5,4,4,6,4,8,8,8,2,3,4,8,5,17,13,23,13,18,13,17,19,24,34,38,39,47,53,55,57,63,49,47,26,61,63,86,51,80,67,83,39,40,33,27,21,19,27,22,35,31,40,21,34,35,54,48,46,28,61,79,102,72,70,64,71,61,66,57,66,75,72,78,88,108,93,76,61
"Ireland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,4,3,1,5,7,16,19,29,33,44,54,66,111,130,140,116,147,181,219,231,264,284,265,263,273,277,313,346,386,421,364,368,371,676,793,901,754,853,850,964,875,834,737,660,557,427,473,652,715,630,552,488,439,330,321,319,308,298,296,269,247,221,186,171,204,198,161,135,231,238,216,104
"Isle_of_Man",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,7,7,4,2,3,5,4,7,8,10,21,20,19,8,8,10,17,17,23,13,14,5,9,14,16,14,5,4,3,3,2,0,0,0,0,0,2,2,2,2,2,3,2,2,1,1,1,0,0,0,1,1,1,1,1
"Israel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,1,1,2,2,3,3,7,7,15,14,19,15,32,51,48,83,61,139,95,150,131,243,349,433,408,368,417,527,479,432,448,593,837,809,726,492,410,325,355,387,446,392,393,434,452,391,312,255,244,244,226,367,390,372,235,172,136,97,145,160,171,117,87,48,35,34,45,49,48,32,23,25,24,24,20,20,16
"Italy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,43,71,81,89,140,189,243,346,383,458,467,607,711,931,1172,1512,1422,1696,1980,2504,2898,2956,3440,3450,3911,4352,5172,5955,6034,5635,5199,5083,5537,5774,6029,5717,5080,4440,4295,4501,4678,4686,4569,4240,3651,3491,3693,3997,4283,4246,3980,3406,2931,3142,3315,3590,3344,2931,2677,2785,2915,3012,2675,2567,2140,2051,1972,2016,1974,1912,1751,1503,1228,1247,1307,1391,1270,1071,876,983,1011,1094,890,885,846
"Jamaica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,1,2,2,2,2,1,1,0,1,2,2,2,2,3,4,2,3,3,5,4,4,2,3,2,1,1,2,3,3,12,18,23,19,16,18,20,20,19,10,18,18,33,25,25,15,19,17,22,16,13,3,3,6,6,7,5,5,3,2,1,1,3,5
"Japan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,3,3,3,2,2,2,2,2,0,0,0,0,0,1,2,4,8,10,7,5,8,11,13,16,17,13,11,14,22,22,18,15,8,10,21,32,47,46,46,35,38,44,54,56,54,46,29,16,20,42,59,58,46,40,49,60,79,102,142,167,151,87,104,221,327,364,346,294,212,201,283,480,830,863,766,451,442,507,565,593,528,441,378,340,374,465,470,382,228,223,234,235,231,250,259,229,172,135,105,91,95,84,82,92,94,106,71,69,47
"Jordan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,12,13,11,11,14,14,14,18,20,28,27,29,19,13,6,10,8,15,15,17,9,4,8,8,8,6,6,5,4,4,3,4,5,6,4,4,4,5,5,3,3,2,1,1,3,3,3,2,4,4,10,12,16,15,18,18,14,8,7,8,11
"Kazakhstan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,9,9,13,7,6,4,3,8,9,19,38,47,55,44,37,21,20,40,37,48,70,81,76,44,45,40,53,113,129,123,97,108,108,88,119,124,152,128,152,154,128,126,137,163,215,203,224,153,150,133,179,190,186,178,145,135,127,148,110,144,195,298
"Kenya",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,3,3,6,3,5,2,4,4,6,7,13,20,21,15,11,12,15,12,9,6,4,4,6,8,9,9,10,12,12,12,6,11,13,18,13,12,9,10,10,11,12,17,23,26,33,39,39,29,22,22,26,22,22,19,22,31,40
"Kuwait",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,8,13,11,6,1,4,4,3,1,1,2,2,2,3,3,5,10,11,11,8,9,10,8,10,11,13,10,5,2,6,11,13,16,14,18,21,25,18,54,71,108,88,100,82,83,100,108,102,67,57,75,101,116,130,112,109,111,135,178,215,225,225,183,222,245,312,293,320,300,395,435,430,468,445,707,693,885,780,896,861,925,923
"Kyrgyzstan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,3,3,9,10,9,5,13,13,9,8,9,14,12,11,30,28,42,21,23,23,32,40,30,24,16,20,19,29,26,28,19,21,22,18,17,13,14,16,17,13,13,16,28,25,25,22,21,20,36,37,35,14,22,25,24,19,16
"Laos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Latvia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,4,5,5,6,12,13,17,17,18,18,23,24,27,21,28,28,44,32,31,23,27,32,21,25,16,13,15,16,21,18,21,14,9,5,7,8,15,17,19,12,11,13,12,14,11,11,11,12,13,11,7,7,9,8,7,4,11,10,10,6,7,4,5,7,15,21
"Lebanon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,1,1,3,3,5,6,6,10,8,8,11,11,18,9,11,10,14,32,33,35,25,28,34,29,26,23,18,17,14,16,10,14,11,16,9,16,14,20,15,16,8,7,9,10,9,5,3,3,2,3,4,6,7,6,5,4,5,5,4,4,4,4,3,4,15,18,20,20,21,20,11,9,7,8,9
"Lesotho",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Liberia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,1,6,6,8,6,6,7,4,3,5,6,7,6,8,7,3,1,5,6,8,5,7,6,3,4,4,6,5,5,7,8,10,7,3,4,4,5,1,2,3,4
"Libya",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,1,0,3,2,2,0,1,2,2,1,0,1,3,8,8,5,0,0,1,1,3,3,3,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Liechtenstein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,6,6,9,4,7,4,4,2,3,4,3,2,1,2,3,4,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lithuania",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,4,4,5,6,10,15,24,32,37,35,44,40,50,40,62,42,46,32,55,79,63,54,24,36,34,37,40,47,36,24,6,10,26,56,69,59,37,24,24,20,13,9,9,13,-27,-21,-21,18,10,8,7,6,6,5,4,5,15,16,16,9,9,11,10,11
"Luxembourg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,7,10,10,17,14,34,44,88,115,153,151,130,143,178,193,169,166,166,128,116,123,166,145,137,106,77,80,77,91,84,79,55,23,12,31,51,58,55,35,26,27,35,36,26,19,19,11,10,15,18,20,14,13,9,9,9,10,10,9,9,6,6,6,9,10,9,7
"Madagascar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,5,2,2,3,5,7,6,6,5,6,6,4,4,5,7,5,6,3,4,1,2,1,2,3,2,3,1,1,0,0,0,1,1,2,1,1,1,2,2,6,5,8,3,7,4,4,1,6,8,14,15,15,24,33
"Malawi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,2,2,1,1,0,0,0,0,0,0,2,5,5,3,0,1,1,1,0,0,1,1,1,1,1,1,1,4,4,5,1,2,2,2,1,1
"Malaysia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,2,2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,4,7,7,16,14,16,11,12,17,14,23,30,90,119,145,121,116,119,131,135,163,147,163,171,179,175,146,155,149,146,163,189,192,182,153,160,152,145,128,137,152,157,152,130,122,88,78,69,58,59,48,59,70,70,59,43,36,55,61,73,77,99,94,69,43,38,51,54,63,64,51,41,31,38,31,23
"Maldives",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,5,9,13,17,11,14,14,17,35,29,36,21,85,82,81,20,20,18,30,30,24,58,64,84,38,40,28,42,41,48
"Mali",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5,5,3,3,6,7,4,3,3,5,5,4,10,15,19,12,13,11,16,15,23,18,19,14,23,21,22,26,27,28,18,31,27,28,21,24,24,23,23,23,19,20,18,15,13,18,22,25,26,28
"Malta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,4,4,7,7,9,7,9,8,13,14,13,13,9,9,7,6,6,5,11,13,12,7,8,11,16,27,24,29,21,22,14,8,7,8,9,10,6,5,4,6,6,4,1,1,1,1,1,5,5,6,1,4,4,5,2,2,2,2,3,5,4,4,6,10,13,13
"Mauritania",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,4
"Mauritius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,8,8,9,7,15,17,18,10,11,14,15,14,14,14,19,19,24,15,23,17,15,3,2,2,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
