"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125","X126","X127","X128","X129","X130","X131","X132","X133","X134","X135","X136","X137","X138","X139"
"Mexico",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,1,1,1,3,6,10,12,19,17,22,27,37,44,51,55,51,53,73,104,124,136,126,122,128,139,158,171,211,250,298,346,334,353,346,407,390,393,395,428,492,550,655,632,668,761,954,1124,1099,1015,886,970,1041,1232,1329,1430,1416,1389,1312,1388,1570,1832,1942,1802,1602,1621,1721,2089,2236,2319,2220
"Moldova",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,5,6,7,3,4,7,12,15,15,14,15,18,23,25,27,29,33,41,53,69,79,110,120,125,101,103,108,127,129,124,91,125,129,147,110,101,106,95,88,102,126,165,175,161,124,111,121,139,114,94,75,89,104,118,119,122,130,107,89,96,160,186,197,176,190
"Monaco",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,1,1,3,4,4,3,3,3,5,4,4,2,3,3,4,4,4,4,4,4,3,2,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mongolia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,5,5,5,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,6,6,31,25,25
"Montenegro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,2,3,4,11,11,13,9,10,6,5,8,13,18,22,26,23,20,13,12,6,5,5,7,6,7,5,10,7,6,2,3,2,2,2,2,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Montserrat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Morocco",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,7,10,9,9,9,14,14,17,16,25,37,47,58,44,68,70,86,58,51,30,88,104,137,88,85,85,88,90,96,105,114,121,173,225,220,191,161,175,174,174,183,173,166,121,118,85,101,106,136,160,158,163,168,168,164,167,172,190,169,150,109,78,76,74
"Mozambique",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,1,1,1,0,0,0,0,2,2,3,1,1,2,3,3,1,2,2,3,2,1,1,2,9,10,10,4,2,0,0,1,1,1,0,1,0,0,0,2,3,7,6,5,4,5,7,8
"Myanmar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,3,2,3,2,2,2,0,1,0,0,2,2,3,5,11,14,11,8,7,11,9,8,5,5,4,8,6,5,1,1,1,2,0,0,1,3,3,2,5,5,5,1,1,1,0,0,1,0,0
"Namibia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nepal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,2,2,1,1,5,5,5,0,4,5,6,2,1,1,1,2,2,2,2,1,6,8,8,8,6,6,3,6,11,36,33,41,20,24,16
"Netherlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,5,7,8,21,33,50,61,64,65,79,98,141,152,174,203,249,305,349,430,527,581,585,643,736,894,1014,1117,1145,1049,944,916,982,1043,1004,1051,1027,984,899,986,1172,1288,1275,1151,1002,855,888,1010,1145,1147,985,848,729,775,800,783,705,570,409,319,357,458,478,418,326,284,249,335,335,354,284,232,201,195,231,232,220,193
"New_Caledonia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,3,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"New_Zealand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,4,7,10,11,13,21,30,41,53,65,76,71,71,77,57,57,42,59,50,46,40,32,27,24,22,19,16,12,10,7,5,5,5,6,4,5,2,2,2,3,3,2,2,2,3,3,2,2,1,1,1,1,1,2,2,2,1,0,0,0,1,1
"Nicaragua",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,3,3,0,0,0
"Niger",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,1,0,3,3,21,18,26,15,37,52,53,53,52,53,50,40,37,26,18,20,19,18,13,9,5,5,5,9,7,8,7,8,6,6,6,8,10,9,9,7,9,11,15,13,12,13,13,15,10,10,6
"Nigeria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5,7,9,7,7,8,12,15,11,17,11,18,14,20,20,19,16,15,15,17,17,14,12,13,18,28,33,40,45,62,57,80,82,105,104,103,97,81,117,152,198,213,220,209,211,187,196,241,321,335,291,243,212,191,174,219,217,212
"North_Macedonia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,2,2,2,1,2,6,10,10,13,14,22,22,21,21,22,24,21,19,22,29,32,23,34,43,43,47,39,45,31,37,48,55,48,49,49,76,70,65,42,36,20,17,25,32,36,29,24,18,19,22,24,21,15,8,7,9,18,20,28,23,26,17,17,20,22,23,20
"Northern_Mariana_Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1
"Norway",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,6,6,12,20,27,30,28,26,43,107,143,115,139,152,183,134,115,128,145,168,193,210,213,261,262,338,310,315,215,201,188,236,254,282,235,182,118,123,135,127,103,85,81,82,87,101,75,102,92,107,61,61,77,81,72,53,42,46,54,59,51,31,33,29,48,48,49,44,39,35,24,22,20,23,21,13,7
"Oman",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,3,3,3,0,0,1,1,1,0,1,1,1,1,1,6,5,8,4,5,6,11,15,14,16,18,19,16,13,14,17,13,22,22,47,47,40,29,22,42,47,110,121,104,69,53,90,82,146,109,116,69,94,97,94,86,75,92,100,105,70,73,63,84,112,107,126,107,147,154,166,207,256,301,337,364
"Pakistan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,3,3,5,2,2,3,3,55,52,90,97,103,115,102,131,115,91,103,69,117,110,143,210,255,222,84,53,329,524,541,348,246,239,239,258,309,317,377,436,498,496,464,578,585,444,646,730,991,724,713,721,810,913,1076,1115,1123,1129,1149,1296,1445,1641,1797,1701,1536,1624,1616,1712,1488,1454,1428
"Palestine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,4,1,3,4,3,2,3,3,1,1,2,3,2,3,4,4,3,1,8,10,12,7,8,7,9,13,13,7,21,33,35,15,3,2,2,2,1,6,8,9,7,7,9,7,5,4,2,4,2,53,52,51,4,4,7,3,5,2,7,8,8,3,0,0,0,0,0,0,2,2,2
"Panama",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,9,10,10,5,11,14,22,23,38,45,59,48,66,92,110,114,104,105,96,93,109,133,164,161,171,142,149,180,217,242,235,216,166,113,117,181,212,174,150,149,183,175,169,172,182,204,228,221,200,170,173,237,222,222,144,178,160,182,184,193,182,167,165,167,162,168,171
"Papua_New_Guinea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paraguay",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1,1,2,4,3,3,5,6,8,6,6,4,3,3,2,4,9,12,12,6,4,4,5,6,3,6,9,9,9,5,14,9,11,2,4,2,4,3,5,3,2,4,7,12,31,40,43,27,20,15,16,44,83,84,54,16,9,10,7,13,14
"Peru",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,4,9,9,16,16,25,25,49,49,58,43,44,33,65,62,73,38,91,105,131,157,155,177,141,289,322,403,687,898,981,835,754,541,1152,1319,1657,1062,982,1046,945,1139,1207,1530,1270,2027,2201,2350,1953,2138,2759,3090,2868,2984,2304,2885,2963,3718,3553,3399,2927,2325,2348,3000,3927,4145,4078,3994
"Philippines",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,9,9,13,6,10,21,29,26,25,21,29,14,59,50,77,57,85,82,84,146,237,427,336,298,183,311,261,204,214,223,208,139,104,186,191,285,265,268,243,218,211,200,194,171,150,174,198,195,199,195,221,211,237,271,239,245,238,252,260,286,260,202,150,208,247,275,263,247,229,214
"Poland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,7,11,15,24,25,36,45,54,59,62,83,93,108,122,139,157,163,196,214,222,224,231,297,357,358,385,343,407,368,387,369,384,366,326,282,303,328,392,387,456,405,371,294,306,345,368,369,337,315,341,325,296,245,272,300,352,349,347,312,304,316,320,423,403,430,365,351,294
"Portugal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,5,7,9,7,10,13,24,37,56,73,93,132,151,191,213,272,347,361,465,495,635,725,806,713,758,763,875,814,758,748,615,639,621,742,1010,949,876,487,487,502,636,525,531,455,614,565,592,497,631,567,498,291,214,282,281,342,166,179,58,171,219,397,522,408,289,137,169,184,213,223,226,239
"Puerto_Rico",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,33,42,37,46,53,47,46,55,53,45,40,48,57,51,56,71,59,45,26,47,48,48,57,61,45,13,0,8,18,40,38,31,21,50,58,108,90,89,56,53,63,77,68,56,33,42,44,57,81,87,70
"Qatar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,1,1,2,2,4,82,81,99,25,46,40,35,17,7,9,10,11,10,15,14,16,12,18,28,44,64,67,85,56,163,218,294,244,202,181,152,173,201,240,233,244,291,412,432,448,451,508,564,583,664,739,841,906,854,759,722,725,769,714,698,757,807,900,1020,1120,1210,1141,1273,1340,1550,1425,1478,1416
"Romania",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,3,3,3,4,10,16,21,23,25,32,35,40,31,30,36,52,89,132,158,151,177,182,244,220,264,233,262,313,384,375,291,268,299,382,350,410,366,389,296,305,358,396,401,346,290,275,321,387,392,308,313,307,327,314,300,317,251,308,315,368,315,329,325,341,288,259,216,213,220,220,234,241
"Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,0,0,5,7,12,11,11,16,18,28,35,46,53,80,62,63,73,134,180,202,231,267,358,414,571,604,651,614,731,922,1094,1263,1473,1637,1880,2137,2506,2907,3203,3635,4101,4972,5038,5323,5049,5217,5286,5530,6059,6175,6323,6150,6450,6958,8218,9396,10279,10439,10414,10631,10830,10916,10843,11162,11189,10861,10300,10200,9924,9666
"Rwanda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,2,3,6,8,7,5,5,6,7,5,5,4,4,5,7,7,5,1,2,3,4,3,4,3,5,3,4,3,3,3,1,2,2,2,9,10,12,10,10,11,12,12,10,5,4,2,3,3,4,4,4,4,2,1,1,0,1,1
"Saint_Kitts_and_Nevis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saint_Lucia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saint_Vincent_and_the_Grenadines",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"San_Marino",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,5,4,4,5,9,12,10,6,4,9,10,10,4,4,8,16,14,8,12,12,19,10,12,5,4,2,2,2,5,7,8,7,9,7,14,19,22,16,8,4,5,12,23,21,21,12,9,7,9,13,12,8,12,8,13,8,10,9,6,4,1,3,9,13,11,10,2,2,0,5,7,5,3,2
"Sao_Tome_and_Principe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,3,2,1,1,52,52,52,4,11,11,7,1,4,9,8,5,0,0
"Saudi_Arabia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,4,11,16,22,14,19,16,16,18,35,47,74,91,96,125,130,150,112,101,72,116,120,164,144,107,153,167,213,205,182,255,285,367,392,428,445,467,482,591,804,994,1114,1119,1137,1149,1157,1176,1197,1236,1259,1293,1314,1340,1352,1419,1520,1597,1642,1692,1727,1733,1772,1861,1930,1927,1952,2084,2395,2662
